field,hour,date,ts,air_temperature,air_humidity,air_pressure,rainfall
f2-f1,19,2025-10-16,2025-10-16 19:00:00+00:00,11.5833333333333,84.5,,0.0
f2-f1,19,2025-10-17,2025-10-17 19:00:00+00:00,10.2666666666667,86.8333333333333,,0.0
f2-f1,19,2025-10-18,2025-10-18 19:00:00+00:00,9.30000000000003,89.0,,0.0
f2-f1,19,2025-10-19,2025-10-19 19:00:00+00:00,11.4833333333333,94.5,,0.0
f2-f1,19,2025-10-20,2025-10-20 19:00:00+00:00,13.4,99.0,,0.0
f2-f1,19,2025-10-21,2025-10-21 19:00:00+00:00,14.2666666666666,99.0,,0.0
f2-f1,19,2025-10-22,2025-10-22 19:00:00+00:00,15.0,99.0,,0.0
f2-f1,20,2025-10-10,2025-10-10 20:00:00+00:00,12.7833333333333,99.0,,0.0
f2-f1,20,2025-10-11,2025-10-11 20:00:00+00:00,14.0,99.0,,0.0
f2-f1,20,2025-10-12,2025-10-12 20:00:00+00:00,13.4166666666666,99.0,,0.0
f2-f1,20,2025-10-13,2025-10-13 20:00:00+00:00,12.0166666666666,96.1666666666666,,0.0
f2-f1,20,2025-10-14,2025-10-14 20:00:00+00:00,11.6833333333333,94.8333333333333,,0.0
f2-f1,20,2025-10-15,2025-10-15 20:00:00+00:00,10.4833333333333,95.0,,0.0
f2-f1,20,2025-10-16,2025-10-16 20:00:00+00:00,10.3833333333333,89.8333333333333,,0.0
f2-f1,20,2025-10-17,2025-10-17 20:00:00+00:00,11.2333333333333,81.6666666666666,,0.0
f2-f1,20,2025-10-18,2025-10-18 20:00:00+00:00,9.11666666666669,90.8333333333333,,0.0
f2-f1,20,2025-10-19,2025-10-19 20:00:00+00:00,11.9666666666666,92.6666666666666,,0.0
f2-f1,20,2025-10-20,2025-10-20 20:00:00+00:00,13.2333333333333,99.0,,0.0
f2-f1,20,2025-10-21,2025-10-21 20:00:00+00:00,13.65,99.0,,0.0
f2-f1,20,2025-10-22,2025-10-22 20:00:00+00:00,14.9666666666666,99.0,,0.0
f2-f1,21,2025-10-10,2025-10-10 21:00:00+00:00,12.3833333333333,99.0,,0.0
f2-f1,21,2025-10-11,2025-10-11 21:00:00+00:00,13.5333333333333,99.0,,0.0
f2-f1,21,2025-10-12,2025-10-12 21:00:00+00:00,12.8333333333333,99.0,,0.0
f2-f1,21,2025-10-13,2025-10-13 21:00:00+00:00,11.2333333333333,97.8333333333333,,0.0
f2-f1,21,2025-10-14,2025-10-14 21:00:00+00:00,11.3666666666666,97.8333333333333,,0.0
f2-f1,21,2025-10-15,2025-10-15 21:00:00+00:00,10.7,91.3333333333333,,0.0
f2-f1,21,2025-10-16,2025-10-16 21:00:00+00:00,11.2833333333333,87.0,,0.0
f2-f1,21,2025-10-17,2025-10-17 21:00:00+00:00,10.6,84.6666666666666,,0.0
f2-f1,21,2025-10-18,2025-10-18 21:00:00+00:00,8.48333333333335,91.0,,0.0
f2-f1,21,2025-10-19,2025-10-19 21:00:00+00:00,11.4666666666666,93.6666666666666,,0.0
f2-f1,21,2025-10-20,2025-10-20 21:00:00+00:00,13.0,99.0,,0.0
f2-f1,21,2025-10-21,2025-10-21 21:00:00+00:00,13.2166666666666,99.0,,0.0
f2-f1,21,2025-10-22,2025-10-22 21:00:00+00:00,14.9666666666666,99.0,,0.0
f2-f1,22,2025-10-10,2025-10-10 22:00:00+00:00,12.2,99.0,,0.0
f2-f1,22,2025-10-11,2025-10-11 22:00:00+00:00,13.1666666666666,99.0,,0.0
f2-f1,22,2025-10-12,2025-10-12 22:00:00+00:00,12.4333333333333,99.0,,0.0
f2-f1,22,2025-10-13,2025-10-13 22:00:00+00:00,12.3,88.6666666666666,,0.0
f2-f1,22,2025-10-14,2025-10-14 22:00:00+00:00,10.75,99.0,,0.0
f2-f1,22,2025-10-15,2025-10-15 22:00:00+00:00,10.6,91.3333333333333,,0.0
f2-f1,22,2025-10-16,2025-10-16 22:00:00+00:00,12.0166666666666,82.0,,0.0
f2-f1,22,2025-10-17,2025-10-17 22:00:00+00:00,10.8,82.0,,0.0
f2-f1,22,2025-10-18,2025-10-18 22:00:00+00:00,9.33333333333336,85.8333333333333,,0.0
f2-f1,22,2025-10-19,2025-10-19 22:00:00+00:00,10.9666666666666,95.8333333333333,,0.0
f2-f1,22,2025-10-20,2025-10-20 22:00:00+00:00,12.8,99.0,,0.0
f2-f1,22,2025-10-21,2025-10-21 22:00:00+00:00,12.5166666666666,99.0,,0.0
f2-f1,22,2025-10-22,2025-10-22 22:00:00+00:00,14.8833333333333,99.0,,0.0
f2-f1,23,2025-10-10,2025-10-10 23:00:00+00:00,11.7833333333333,99.0,,0.0
f2-f1,23,2025-10-11,2025-10-11 23:00:00+00:00,12.8833333333333,99.0,,0.0
f2-f1,23,2025-10-12,2025-10-12 23:00:00+00:00,12.2166666666666,99.0,,0.0
f2-f1,23,2025-10-13,2025-10-13 23:00:00+00:00,11.1,92.0,,0.0
f2-f1,23,2025-10-14,2025-10-14 23:00:00+00:00,10.9833333333333,99.0,,0.0
f2-f1,23,2025-10-15,2025-10-15 23:00:00+00:00,11.5,87.1666666666666,,0.0
f2-f1,23,2025-10-16,2025-10-16 23:00:00+00:00,11.4,80.5,,0.0
f2-f1,23,2025-10-17,2025-10-17 23:00:00+00:00,10.7333333333333,80.8333333333333,,0.0
f2-f1,23,2025-10-18,2025-10-18 23:00:00+00:00,8.45000000000001,91.5,,0.0
f2-f1,23,2025-10-19,2025-10-19 23:00:00+00:00,10.9333333333333,95.6666666666666,,0.0
f2-f1,23,2025-10-20,2025-10-20 23:00:00+00:00,12.6333333333333,99.0,,0.0
f2-f1,23,2025-10-21,2025-10-21 23:00:00+00:00,11.8666666666667,99.0,,0.0
f2-f1,23,2025-10-22,2025-10-22 23:00:00+00:00,14.7333333333333,99.0,,0.0
f4-f1,00,2025-10-11,2025-10-11 00:00:00+00:00,11.8125,88.75,,0.0
f4-f1,00,2025-10-12,2025-10-12 00:00:00+00:00,11.79,91.5,,0.0
f4-f1,00,2025-10-13,2025-10-13 00:00:00+00:00,13.205,88.5,,0.0
f4-f1,00,2025-10-14,2025-10-14 00:00:00+00:00,13.21,88.75,,0.0
f4-f1,00,2025-10-15,2025-10-15 00:00:00+00:00,14.975,79.0,,0.0
f4-f1,00,2025-10-16,2025-10-16 00:00:00+00:00,9.03750000000003,86.25,,0.0
f4-f1,00,2025-10-17,2025-10-17 00:00:00+00:00,9.89500000000002,79.75,,0.0
f4-f1,00,2025-10-18,2025-10-18 00:00:00+00:00,8.87250000000003,76.25,,0.0
f4-f1,00,2025-10-19,2025-10-19 00:00:00+00:00,7.37000000000003,83.5,,0.0
f4-f1,00,2025-10-20,2025-10-20 00:00:00+00:00,9.41500000000002,79.5,,0.0
f4-f1,00,2025-10-21,2025-10-21 00:00:00+00:00,12.5825,93.5,,1.0
f4-f1,00,2025-10-22,2025-10-22 00:00:00+00:00,10.0675,98.0,,0.2
f4-f1,00,2025-10-23,2025-10-23 00:00:00+00:00,14.1075,97.0,,0.0
f4-f1,01,2025-10-11,2025-10-11 01:00:00+00:00,11.22,89.5,,0.0
f4-f1,01,2025-10-12,2025-10-12 01:00:00+00:00,11.445,93.5,,0.0
f4-f1,01,2025-10-13,2025-10-13 01:00:00+00:00,12.41,89.75,,0.0
f4-f1,01,2025-10-14,2025-10-14 01:00:00+00:00,12.22,89.75,,0.0
f4-f1,01,2025-10-15,2025-10-15 01:00:00+00:00,14.215,80.0,,0.0
f4-f1,01,2025-10-16,2025-10-16 01:00:00+00:00,8.55500000000003,88.25,,0.0
f4-f1,01,2025-10-17,2025-10-17 01:00:00+00:00,9.15250000000003,82.75,,0.0
f4-f1,01,2025-10-18,2025-10-18 01:00:00+00:00,7.99000000000002,78.0,,0.0
f4-f1,01,2025-10-19,2025-10-19 01:00:00+00:00,6.70000000000003,80.25,,0.0
f4-f1,01,2025-10-20,2025-10-20 01:00:00+00:00,9.76500000000002,80.75,,0.0
f4-f1,01,2025-10-21,2025-10-21 01:00:00+00:00,12.395,94.5,,0.8
f4-f1,01,2025-10-22,2025-10-22 01:00:00+00:00,10.2925,98.0,,0.0
f4-f1,02,2025-10-11,2025-10-11 02:00:00+00:00,11.0425,92.5,,0.0
f4-f1,02,2025-10-12,2025-10-12 02:00:00+00:00,11.7825,94.25,,0.0
f4-f1,02,2025-10-13,2025-10-13 02:00:00+00:00,12.0725,91.0,,0.0
f4-f1,02,2025-10-14,2025-10-14 02:00:00+00:00,11.4925,90.75,,0.0
f4-f1,02,2025-10-15,2025-10-15 02:00:00+00:00,12.89,83.0,,0.0
f4-f1,02,2025-10-16,2025-10-16 02:00:00+00:00,8.32750000000002,83.75,,0.0
f4-f1,02,2025-10-17,2025-10-17 02:00:00+00:00,8.15250000000004,84.25,,0.0
f4-f1,02,2025-10-18,2025-10-18 02:00:00+00:00,6.95750000000001,81.75,,0.0
f4-f1,02,2025-10-19,2025-10-19 02:00:00+00:00,5.90500000000001,84.25,,0.0
f4-f1,02,2025-10-20,2025-10-20 02:00:00+00:00,10.035,80.5,,0.0
f4-f1,02,2025-10-21,2025-10-21 02:00:00+00:00,12.3,95.25,,0.2
f4-f1,02,2025-10-22,2025-10-22 02:00:00+00:00,10.785,99.0,,0.0
f4-f1,03,2025-10-11,2025-10-11 03:00:00+00:00,10.55,92.5,,0.0
f4-f1,03,2025-10-12,2025-10-12 03:00:00+00:00,10.93,94.5,,0.0
f4-f1,03,2025-10-13,2025-10-13 03:00:00+00:00,11.395,91.75,,0.0
f4-f1,03,2025-10-14,2025-10-14 03:00:00+00:00,11.2125,91.25,,0.0
f4-f1,03,2025-10-15,2025-10-15 03:00:00+00:00,11.87,87.0,,0.0
f4-f1,03,2025-10-16,2025-10-16 03:00:00+00:00,7.77750000000001,88.5,,0.0
f4-f1,03,2025-10-17,2025-10-17 03:00:00+00:00,7.84750000000002,86.5,,0.0
f4-f1,03,2025-10-18,2025-10-18 03:00:00+00:00,6.66250000000002,84.75,,0.0
f4-f1,03,2025-10-19,2025-10-19 03:00:00+00:00,5.16000000000002,82.75,,0.0
f4-f1,03,2025-10-20,2025-10-20 03:00:00+00:00,10.3175,81.0,,0.0
f4-f1,03,2025-10-21,2025-10-21 03:00:00+00:00,12.325,96.0,,0.0
f4-f1,03,2025-10-22,2025-10-22 03:00:00+00:00,11.045,99.0,,0.0
f4-f1,04,2025-10-11,2025-10-11 04:00:00+00:00,9.79000000000002,92.5,,0.0
f4-f1,04,2025-10-12,2025-10-12 04:00:00+00:00,11.0775,96.0,,0.0
f4-f1,04,2025-10-13,2025-10-13 04:00:00+00:00,10.8275,93.0,,0.0
f4-f1,04,2025-10-14,2025-10-14 04:00:00+00:00,11.765,88.0,,0.0
f4-f1,04,2025-10-15,2025-10-15 04:00:00+00:00,10.9925,88.75,,0.0
f4-f1,04,2025-10-16,2025-10-16 04:00:00+00:00,7.47000000000001,89.75,,0.0
f4-f1,04,2025-10-17,2025-10-17 04:00:00+00:00,6.93750000000001,87.25,,0.0
f4-f1,04,2025-10-18,2025-10-18 04:00:00+00:00,6.27000000000002,83.75,,0.0
f4-f1,04,2025-10-19,2025-10-19 04:00:00+00:00,5.17000000000001,88.5,,0.0
f4-f1,04,2025-10-20,2025-10-20 04:00:00+00:00,10.5425,83.5,,0.0
f4-f1,04,2025-10-21,2025-10-21 04:00:00+00:00,12.3575,96.0,,1.0
f4-f1,04,2025-10-22,2025-10-22 04:00:00+00:00,11.2125,99.0,,0.0
f4-f1,05,2025-10-11,2025-10-11 05:00:00+00:00,9.54000000000002,92.75,,0.0
f4-f1,05,2025-10-12,2025-10-12 05:00:00+00:00,11.8925,97.0,,0.0
f4-f1,05,2025-10-13,2025-10-13 05:00:00+00:00,11.6875,93.0,,0.0
f4-f1,05,2025-10-14,2025-10-14 05:00:00+00:00,10.7575,89.75,,0.0
f4-f1,05,2025-10-15,2025-10-15 05:00:00+00:00,10.2925,89.75,,0.0
f4-f1,05,2025-10-16,2025-10-16 05:00:00+00:00,7.29500000000003,91.5,,0.0
f4-f1,05,2025-10-17,2025-10-17 05:00:00+00:00,8.51250000000003,86.5,,0.0
f4-f1,05,2025-10-18,2025-10-18 05:00:00+00:00,6.14500000000002,85.25,,0.0
f4-f1,05,2025-10-19,2025-10-19 05:00:00+00:00,4.5725,82.5,,0.0
f4-f1,05,2025-10-20,2025-10-20 05:00:00+00:00,10.76,86.0,,0.0
f4-f1,05,2025-10-21,2025-10-21 05:00:00+00:00,12.29,96.25,,1.4
f4-f1,05,2025-10-22,2025-10-22 05:00:00+00:00,11.3775,99.0,,0.0
f4-f1,06,2025-10-11,2025-10-11 06:00:00+00:00,10.3675,94.0,,0.0
f4-f1,06,2025-10-12,2025-10-12 06:00:00+00:00,12.335,97.0,,0.0
f4-f1,06,2025-10-13,2025-10-13 06:00:00+00:00,12.0375,92.5,,0.0
f4-f1,06,2025-10-14,2025-10-14 06:00:00+00:00,10.64,90.75,,0.0
f4-f1,06,2025-10-15,2025-10-15 06:00:00+00:00,10.215,91.75,,0.0
f4-f1,06,2025-10-16,2025-10-16 06:00:00+00:00,8.19250000000001,89.5,,0.0
f4-f1,06,2025-10-17,2025-10-17 06:00:00+00:00,9.27500000000002,85.25,,0.0
f4-f1,06,2025-10-18,2025-10-18 06:00:00+00:00,6.53500000000002,84.25,,0.0
f4-f1,06,2025-10-19,2025-10-19 06:00:00+00:00,5.16250000000002,85.5,,0.0
f4-f1,06,2025-10-20,2025-10-20 06:00:00+00:00,10.945,87.25,,0.0
f4-f1,06,2025-10-21,2025-10-21 06:00:00+00:00,12.2975,97.0,,1.4
f4-f1,06,2025-10-22,2025-10-22 06:00:00+00:00,11.685,99.0,,0.0
f4-f1,07,2025-10-10,2025-10-10 07:00:00+00:00,12.9625,92.25,,0.0
f4-f1,07,2025-10-11,2025-10-11 07:00:00+00:00,12.995,90.75,,0.0
f4-f1,07,2025-10-12,2025-10-12 07:00:00+00:00,12.8725,97.25,,0.0
f4-f1,07,2025-10-13,2025-10-13 07:00:00+00:00,14.0475,91.25,,0.0
f4-f1,07,2025-10-14,2025-10-14 07:00:00+00:00,13.4325,86.75,,0.0
f4-f1,07,2025-10-15,2025-10-15 07:00:00+00:00,12.88,90.5,,0.0
f4-f1,07,2025-10-16,2025-10-16 07:00:00+00:00,11.3825,83.75,,0.0
f4-f1,07,2025-10-17,2025-10-17 07:00:00+00:00,11.4925,80.0,,0.0
f4-f1,07,2025-10-18,2025-10-18 07:00:00+00:00,9.79750000000002,77.25,,0.0
f4-f1,07,2025-10-19,2025-10-19 07:00:00+00:00,9.14000000000002,82.5,,0.0
f4-f1,07,2025-10-20,2025-10-20 07:00:00+00:00,11.455,90.75,,0.0
f4-f1,07,2025-10-21,2025-10-21 07:00:00+00:00,12.4675,97.0,,1.0
f4-f1,07,2025-10-22,2025-10-22 07:00:00+00:00,12.31,99.0,,0.0
f4-f1,08,2025-10-10,2025-10-10 08:00:00+00:00,15.12,85.75,,0.0
f4-f1,08,2025-10-11,2025-10-11 08:00:00+00:00,15.5625,83.75,,0.0
f4-f1,08,2025-10-12,2025-10-12 08:00:00+00:00,13.8025,98.0,,0.0
f4-f1,08,2025-10-13,2025-10-13 08:00:00+00:00,16.2375,86.25,,0.0
f4-f1,08,2025-10-14,2025-10-14 08:00:00+00:00,15.8075,79.25,,0.0
f4-f1,08,2025-10-15,2025-10-15 08:00:00+00:00,14.98,84.5,,0.0
f4-f1,08,2025-10-16,2025-10-16 08:00:00+00:00,14.3075,72.75,,0.0
f4-f1,08,2025-10-17,2025-10-17 08:00:00+00:00,14.34,67.75,,0.0
f4-f1,08,2025-10-18,2025-10-18 08:00:00+00:00,12.555,70.25,,0.0
f4-f1,08,2025-10-19,2025-10-19 08:00:00+00:00,11.975,74.75,,0.0
f4-f1,08,2025-10-20,2025-10-20 08:00:00+00:00,12.9525,86.0,,0.0
f4-f1,08,2025-10-21,2025-10-21 08:00:00+00:00,12.745,97.0,,0.8
f4-f1,08,2025-10-22,2025-10-22 08:00:00+00:00,13.1175,99.0,,0.0
f4-f1,09,2025-10-10,2025-10-10 09:00:00+00:00,17.75,79.0,,0.0
f4-f1,09,2025-10-11,2025-10-11 09:00:00+00:00,17.555,77.25,,0.0
f4-f1,09,2025-10-12,2025-10-12 09:00:00+00:00,15.6,95.0,,0.0
f4-f1,09,2025-10-13,2025-10-13 09:00:00+00:00,17.4625,80.75,,0.0
f4-f1,09,2025-10-14,2025-10-14 09:00:00+00:00,17.4475,74.75,,0.0
f4-f1,09,2025-10-15,2025-10-15 09:00:00+00:00,17.445,76.25,,0.0
f4-f1,09,2025-10-16,2025-10-16 09:00:00+00:00,16.1875,65.25,,0.0
f4-f1,09,2025-10-17,2025-10-17 09:00:00+00:00,16.5875,57.75,,0.0
f4-f1,09,2025-10-18,2025-10-18 09:00:00+00:00,15.475,61.25,,0.0
f4-f1,09,2025-10-19,2025-10-19 09:00:00+00:00,13.2875,70.0,,0.0
f4-f1,09,2025-10-20,2025-10-20 09:00:00+00:00,14.655,81.5,,0.0
f4-f1,09,2025-10-21,2025-10-21 09:00:00+00:00,13.085,97.0,,0.0
f4-f1,09,2025-10-22,2025-10-22 09:00:00+00:00,13.5975,99.0,,0.0
f4-f1,10,2025-10-10,2025-10-10 10:00:00+00:00,20.0,70.0,,0.0
f4-f1,10,2025-10-11,2025-10-11 10:00:00+00:00,20.1125,70.5,,0.0
f4-f1,10,2025-10-12,2025-10-12 10:00:00+00:00,17.3625,85.5,,0.0
f4-f1,10,2025-10-13,2025-10-13 10:00:00+00:00,18.195,78.0,,0.0
f4-f1,10,2025-10-14,2025-10-14 10:00:00+00:00,18.8775,71.75,,0.0
f4-f1,10,2025-10-15,2025-10-15 10:00:00+00:00,18.715,71.0,,0.0
f4-f1,10,2025-10-16,2025-10-16 10:00:00+00:00,17.985,61.75,,0.0
f4-f1,10,2025-10-17,2025-10-17 10:00:00+00:00,17.575,52.25,,0.0
f4-f1,10,2025-10-18,2025-10-18 10:00:00+00:00,17.44,54.0,,0.0
f4-f1,10,2025-10-19,2025-10-19 10:00:00+00:00,14.895,64.75,,0.0
f4-f1,10,2025-10-20,2025-10-20 10:00:00+00:00,15.865,77.25,,0.0
f4-f1,10,2025-10-21,2025-10-21 10:00:00+00:00,13.3875,97.0,,0.0
f4-f1,10,2025-10-22,2025-10-22 10:00:00+00:00,13.9875,99.0,,0.0
f4-f1,11,2025-10-10,2025-10-10 11:00:00+00:00,21.515,61.0,,0.0
f4-f1,11,2025-10-11,2025-10-11 11:00:00+00:00,21.47,65.5,,0.0
f4-f1,11,2025-10-12,2025-10-12 11:00:00+00:00,19.4975,78.0,,0.0
f4-f1,11,2025-10-13,2025-10-13 11:00:00+00:00,19.6875,71.25,,0.0
f4-f1,11,2025-10-14,2025-10-14 11:00:00+00:00,20.08,67.0,,0.0
f4-f1,11,2025-10-15,2025-10-15 11:00:00+00:00,19.645,64.75,,0.0
f4-f1,11,2025-10-16,2025-10-16 11:00:00+00:00,19.575,58.25,,0.0
f4-f1,11,2025-10-17,2025-10-17 11:00:00+00:00,18.47,49.25,,0.0
f4-f1,11,2025-10-18,2025-10-18 11:00:00+00:00,18.91,48.25,,0.0
f4-f1,11,2025-10-19,2025-10-19 11:00:00+00:00,16.495,59.0,,0.0
f4-f1,11,2025-10-20,2025-10-20 11:00:00+00:00,16.4675,73.5,,0.0
f4-f1,11,2025-10-21,2025-10-21 11:00:00+00:00,13.655,96.0,,0.0
f4-f1,11,2025-10-22,2025-10-22 11:00:00+00:00,14.725,97.25,,0.0
f4-f1,12,2025-10-10,2025-10-10 12:00:00+00:00,22.3225,58.25,,0.0
f4-f1,12,2025-10-11,2025-10-11 12:00:00+00:00,22.49,61.75,,0.0
f4-f1,12,2025-10-12,2025-10-12 12:00:00+00:00,20.2325,74.0,,0.0
f4-f1,12,2025-10-13,2025-10-13 12:00:00+00:00,20.975,64.0,,0.0
f4-f1,12,2025-10-14,2025-10-14 12:00:00+00:00,20.07,65.25,,0.0
f4-f1,12,2025-10-15,2025-10-15 12:00:00+00:00,20.555,59.75,,0.0
f4-f1,12,2025-10-16,2025-10-16 12:00:00+00:00,20.13,54.25,,0.0
f4-f1,12,2025-10-17,2025-10-17 12:00:00+00:00,19.255,46.0,,0.0
f4-f1,12,2025-10-18,2025-10-18 12:00:00+00:00,19.38,46.25,,0.0
f4-f1,12,2025-10-19,2025-10-19 12:00:00+00:00,17.6125,54.0,,0.0
f4-f1,12,2025-10-20,2025-10-20 12:00:00+00:00,16.255,74.25,,0.0
f4-f1,12,2025-10-21,2025-10-21 12:00:00+00:00,14.255,95.25,,0.0
f4-f1,12,2025-10-22,2025-10-22 12:00:00+00:00,15.1,91.0,,0.0
f4-f1,13,2025-10-10,2025-10-10 13:00:00+00:00,22.7875,56.5,,0.0
f4-f1,13,2025-10-11,2025-10-11 13:00:00+00:00,22.96,59.25,,0.0
f4-f1,13,2025-10-12,2025-10-12 13:00:00+00:00,20.71,70.5,,0.0
f4-f1,13,2025-10-13,2025-10-13 13:00:00+00:00,21.46,61.75,,0.0
f4-f1,13,2025-10-14,2025-10-14 13:00:00+00:00,20.925,59.5,,0.0
f4-f1,13,2025-10-15,2025-10-15 13:00:00+00:00,20.795,56.75,,0.0
f4-f1,13,2025-10-16,2025-10-16 13:00:00+00:00,20.435,51.25,,0.0
f4-f1,13,2025-10-17,2025-10-17 13:00:00+00:00,19.5925,45.0,,0.0
f4-f1,13,2025-10-18,2025-10-18 13:00:00+00:00,19.975,43.75,,0.0
f4-f1,13,2025-10-19,2025-10-19 13:00:00+00:00,18.3575,49.0,,0.0
f4-f1,13,2025-10-20,2025-10-20 13:00:00+00:00,15.615,79.0,,0.0
f4-f1,13,2025-10-21,2025-10-21 13:00:00+00:00,14.5775,92.5,,0.0
f4-f1,13,2025-10-22,2025-10-22 13:00:00+00:00,15.0325,90.25,,0.0
f4-f1,14,2025-10-10,2025-10-10 14:00:00+00:00,23.19,53.5,,0.0
f4-f1,14,2025-10-11,2025-10-11 14:00:00+00:00,23.0525,58.0,,0.0
f4-f1,14,2025-10-12,2025-10-12 14:00:00+00:00,20.905,68.75,,0.0
f4-f1,14,2025-10-13,2025-10-13 14:00:00+00:00,21.55,61.5,,0.0
f4-f1,14,2025-10-14,2025-10-14 14:00:00+00:00,20.3275,62.0,,0.0
f4-f1,14,2025-10-15,2025-10-15 14:00:00+00:00,21.11,52.0,,0.0
f4-f1,14,2025-10-16,2025-10-16 14:00:00+00:00,20.4425,49.25,,0.0
f4-f1,14,2025-10-17,2025-10-17 14:00:00+00:00,19.965,41.5,,0.0
f4-f1,14,2025-10-18,2025-10-18 14:00:00+00:00,19.8,43.5,,0.0
f4-f1,14,2025-10-19,2025-10-19 14:00:00+00:00,18.12,48.5,,0.0
f4-f1,14,2025-10-20,2025-10-20 14:00:00+00:00,15.0425,81.75,,0.0
f4-f1,14,2025-10-21,2025-10-21 14:00:00+00:00,14.3725,94.0,,0.0
f4-f1,14,2025-10-22,2025-10-22 14:00:00+00:00,15.0825,90.25,,0.0
f4-f1,15,2025-10-10,2025-10-10 15:00:00+00:00,22.95,54.75,,0.0
f4-f1,15,2025-10-11,2025-10-11 15:00:00+00:00,22.8975,58.75,,0.0
f4-f1,15,2025-10-12,2025-10-12 15:00:00+00:00,20.9325,67.75,,0.0
f4-f1,15,2025-10-13,2025-10-13 15:00:00+00:00,21.3475,59.75,,0.0
f4-f1,15,2025-10-14,2025-10-14 15:00:00+00:00,20.305,61.5,,0.0
f4-f1,15,2025-10-15,2025-10-15 15:00:00+00:00,20.85,51.75,,0.0
f4-f1,15,2025-10-16,2025-10-16 15:00:00+00:00,19.62,50.75,,0.0
f4-f1,15,2025-10-17,2025-10-17 15:00:00+00:00,19.595,40.5,,0.0
f4-f1,15,2025-10-18,2025-10-18 15:00:00+00:00,19.4525,43.75,,0.0
f4-f1,15,2025-10-19,2025-10-19 15:00:00+00:00,17.7575,51.0,,0.0
f4-f1,15,2025-10-20,2025-10-20 15:00:00+00:00,14.4925,84.25,,0.0
f4-f1,15,2025-10-21,2025-10-21 15:00:00+00:00,14.1775,95.0,,0.0
f4-f1,15,2025-10-22,2025-10-22 15:00:00+00:00,15.1025,90.5,,0.0
f4-f1,16,2025-10-10,2025-10-10 16:00:00+00:00,21.93,59.25,,0.0
f4-f1,16,2025-10-11,2025-10-11 16:00:00+00:00,21.935,61.5,,0.0
f4-f1,16,2025-10-12,2025-10-12 16:00:00+00:00,20.2775,69.5,,0.0
f4-f1,16,2025-10-13,2025-10-13 16:00:00+00:00,20.405,66.0,,0.0
f4-f1,16,2025-10-14,2025-10-14 16:00:00+00:00,19.7725,62.25,,0.0
f4-f1,16,2025-10-15,2025-10-15 16:00:00+00:00,19.5575,55.5,,0.0
f4-f1,16,2025-10-16,2025-10-16 16:00:00+00:00,18.445,55.0,,0.0
f4-f1,16,2025-10-17,2025-10-17 16:00:00+00:00,18.375,45.0,,0.0
f4-f1,16,2025-10-18,2025-10-18 16:00:00+00:00,18.3,47.75,,0.0
f4-f1,16,2025-10-19,2025-10-19 16:00:00+00:00,16.31,54.0,,0.0
f4-f1,16,2025-10-20,2025-10-20 16:00:00+00:00,13.98,87.75,,0.0
f4-f1,16,2025-10-21,2025-10-21 16:00:00+00:00,14.0825,95.0,,0.0
f4-f1,16,2025-10-22,2025-10-22 16:00:00+00:00,14.96,92.5,,0.0
f4-f1,17,2025-10-10,2025-10-10 17:00:00+00:00,19.2,68.0,,0.0
f4-f1,17,2025-10-11,2025-10-11 17:00:00+00:00,19.675,67.25,,0.0
f4-f1,17,2025-10-12,2025-10-12 17:00:00+00:00,18.275,75.25,,0.0
f4-f1,17,2025-10-13,2025-10-13 17:00:00+00:00,18.49,71.0,,0.0
f4-f1,17,2025-10-14,2025-10-14 17:00:00+00:00,17.3575,67.75,,0.0
f4-f1,17,2025-10-15,2025-10-15 17:00:00+00:00,17.4725,61.25,,0.0
f4-f1,17,2025-10-16,2025-10-16 17:00:00+00:00,16.52,59.0,,0.0
f4-f1,17,2025-10-17,2025-10-17 17:00:00+00:00,15.2825,52.75,,0.0
f4-f1,17,2025-10-18,2025-10-18 17:00:00+00:00,15.525,53.0,,0.0
f4-f1,17,2025-10-19,2025-10-19 17:00:00+00:00,14.625,60.0,,0.0
f4-f1,17,2025-10-20,2025-10-20 17:00:00+00:00,13.7,89.0,,0.0
f4-f1,17,2025-10-21,2025-10-21 17:00:00+00:00,13.92,95.0,,0.0
f4-f1,17,2025-10-22,2025-10-22 17:00:00+00:00,14.6975,93.75,,0.0
f4-f1,18,2025-10-10,2025-10-10 18:00:00+00:00,17.245,74.25,,0.0
f4-f1,18,2025-10-11,2025-10-11 18:00:00+00:00,17.65,73.25,,0.0
f4-f1,18,2025-10-12,2025-10-12 18:00:00+00:00,16.8675,79.25,,0.0
f4-f1,18,2025-10-13,2025-10-13 18:00:00+00:00,16.8375,76.25,,0.0
f4-f1,18,2025-10-14,2025-10-14 18:00:00+00:00,15.8075,73.25,,0.0
f4-f1,18,2025-10-15,2025-10-15 18:00:00+00:00,15.865,64.0,,0.0
f4-f1,18,2025-10-16,2025-10-16 18:00:00+00:00,15.1725,62.75,,0.0
f4-f1,18,2025-10-17,2025-10-17 18:00:00+00:00,13.2875,60.0,,0.0
f4-f1,18,2025-10-18,2025-10-18 18:00:00+00:00,13.6575,60.75,,0.0
f4-f1,18,2025-10-19,2025-10-19 18:00:00+00:00,13.7125,61.0,,0.0
f4-f1,18,2025-10-20,2025-10-20 18:00:00+00:00,13.5175,90.0,,0.0
f4-f1,18,2025-10-21,2025-10-21 18:00:00+00:00,13.27,96.0,,0.0
